id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q037	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Regeringsformen	16	Vad säger regeringsformen om offentlig makt i Sverige?	What does the Instrument of Government say about public power in Sweden?	《政府組織法》對瑞典的公共權力怎麼說？	a	All offentlig makt utgår från folket	All public power comes from the people	一切公共權力來自人民	a: All offentlig makt utgår från folket | b: All offentlig makt utgår från domstolarna | c: Kungen stiftar alla lagar | d: Kommunerna styr regeringen	a: All public power comes from the people | b: All public power comes from the courts | c: The king makes all laws | d: Municipalities govern the government	a: 一切公共權力來自人民 | b: 一切公共權力來自法院 | c: 國王制定所有法律 | d: 市鎮治理政府	Rätt svar är att all offentlig makt utgår från folket. Regeringsformen beskriver också att riksdagen stiftar lagar, regeringen styr landet och att grundlagen garanterar medborgarnas grundläggande fri- och rättigheter.	The correct answer is that all public power comes from the people. The Instrument of Government also states that the Riksdag makes laws, the government governs the country, and the constitution guarantees citizens' basic rights and freedoms.	正確答案是，一切公共權力來自人民。《政府組織法》也說明國會制定法律、政府治理國家，並且憲法保障公民的基本自由和權利。	pending_native_review	pending_reviewer_notes
q038	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Successionsordningen	16	Vad reglerar successionsordningen?	What does the Act of Succession regulate?	《王位繼承法》規定什麼？	a	Vem som ska bli kung eller drottning efter den nuvarande monarken	Who will become king or queen after the current monarch	現任君主之後誰將成為國王或女王	a: Vem som ska bli kung eller drottning efter den nuvarande monarken | b: Hur kollektivavtal tecknas | c: När kommunala skolor ska öppna | d: När moms betalas på varor och tjänster	a: Who will become king or queen after the current monarch | b: How collective agreements are signed | c: When municipal schools should open | d: When VAT is paid on goods and services	a: 現任君主之後誰將成為國王或女王 | b: 集體協議如何簽訂 | c: 市鎮學校何時開放 | d: 商品和服務何時繳納增值稅	Successionsordningen är en av Sveriges grundlagar och reglerar tronföljden. Den bestämmer vem som ska bli kung eller drottning efter den nuvarande monarken, så alternativen om arbetsmarknad, skola och skatt hör inte hit.	The Act of Succession is one of Sweden's constitutional laws and regulates succession to the throne. It decides who will become king or queen after the current monarch, so the labour-market, school, and tax alternatives do not belong here.	《王位繼承法》是瑞典的基本法之一，規定王位繼承。它決定現任君主之後誰將成為國王或女王，所以關於勞動市場、學校和稅收的選項不屬於這部法律。	pending_native_review	pending_reviewer_notes
q039	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Allemansrätten	17	Vad innebär allemansrätten?	What does the right of public access mean?	公共通行權意味著什麼？	a	Den ger alla möjlighet att vara i naturen, men man måste visa ansvar	It gives everyone the opportunity to be in nature, but people must act responsibly	它讓所有人都有機會到自然中活動，但必須負責任	a: Den ger alla möjlighet att vara i naturen, men man måste visa ansvar | b: Den ger rätt att gå på åkrar och in i privata trädgårdar | c: Den låter markägare förbjuda all vistelse i skog och mark | d: Den gäller bara personer som äger mark	a: It gives everyone the opportunity to be in nature, but people must act responsibly | b: It gives a right to walk on fields and into private gardens | c: It lets landowners ban all access to woods and land | d: It applies only to people who own land	a: 它讓所有人都有機會到自然中活動，但必須負責任 | b: 它給人走上農田和進入私人花園的權利 | c: 它讓土地所有者禁止所有人在森林和土地上停留 | d: 它只適用於擁有土地的人	Allemansrätten är skyddad i regeringsformen och ger alla möjlighet att vara i naturen oavsett vem som äger marken. Den måste användas ansvarsfullt: man får inte skada naturen, störa markägaren, gå på åkrar, gå in i privata trädgårdar eller kasta skräp.	The right of public access is protected by the Instrument of Government and lets everyone spend time in nature regardless of who owns the land. It must be used responsibly: people may not damage nature, disturb landowners, walk on fields, enter private gardens, or throw litter.	公共通行權受《政府組織法》保護，讓所有人不論土地由誰擁有都能在自然中停留。它必須負責任地使用：不能破壞自然、打擾土地所有者、走上農田或進入私人花園。 (Allemansrätten)	pending_native_review	pending_reviewer_notes
q040	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Rättsväsendet	17	Vilka myndigheter ingår i det svenska rättsväsendet?	Which authorities are part of the Swedish justice system?	哪些機關屬於瑞典司法體系？	a	Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården	The Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service	警察、檢察署、法院、犯罪受害者機關和監獄與緩刑署	a: Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården | b: Riksdag, regering, regioner och kommuner | c: SR, SVT, UR och tidningar | d: Fackförbund, banker och företag	a: The Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service | b: Riksdag, government, regions, and municipalities | c: SR, SVT, UR, and newspapers | d: Unions, banks, and companies	a: 警察、檢察署、法院、犯罪受害者機關和監獄與緩刑署 | b: 國會、政府、區域和市鎮 | c: SR、SVT、UR 和報紙 | d: 工會、銀行和公司	Det svenska rättsväsendet består av myndigheter som ser till att lagar följs och att staten utövar makt enligt lagen. Rätt lista är Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården; de andra alternativen blandar politiska organ, medier eller privata aktörer.	Sweden's justice system consists of authorities that ensure laws are followed and state power is exercised according to law. The correct list is the Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service; the other alternatives mix political bodies, media, or private actors.	瑞典司法體系由確保法律被遵守、並確保國家依法行使權力的機關組成。正確清單是警察、檢察署、法院、犯罪受害者機關和監獄與緩刑署；其他選項列出的是政治層級、媒體或社會組織。	pending_native_review	pending_reviewer_notes
q041	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Rättssäkerhet	17	Vilket påstående beskriver rättssäkerhet i Sverige?	Which statement describes the rule of law in Sweden?	哪一個說法描述了瑞典的法律確定性？	a	Domstolarna är oberoende, och alla har rätt att försvara sig och överklaga en dom	Courts are independent, and everyone has the right to defend themselves and appeal a judgment	法院是獨立的，每個人都有權為自己辯護並對判決上訴	a: Domstolarna är oberoende, och alla har rätt att försvara sig och överklaga en dom | b: Regering eller riksdag kan bestämma hur domstolar ska döma | c: En person kan dömas utan att bevis och fakta granskas | d: Rättssäkerhet betyder att vissa personer står över lagen	a: Courts are independent, and everyone has the right to defend themselves and appeal a judgment | b: The government or Riksdag can decide how courts should judge cases | c: A person can be sentenced without evidence and facts being reviewed | d: The rule of law means that some people are above the law	a: 法院是獨立的，每個人都有權為自己辯護並對判決上訴 | b: 政府或國會可以決定法院應如何判案 | c: 一個人可以在證據和事實未被審查的情況下被判刑 | d: 法律確定性表示某些人凌駕於法律之上	Rättssäkerhet innebär att alla behandlas lika inför lagen och får en rättvis rättegång där bevis och fakta granskas noggrant. Domstolarna är oberoende; regering och riksdag får inte bestämma hur de ska döma, och den som berörs har rätt att försvara sig med advokat och kan överklaga en dom.	The rule of law means everyone is treated equally before the law and receives a fair trial where evidence and facts are carefully reviewed. Courts are independent; the government and Riksdag may not decide how they judge cases, and the person concerned has the right to defend themselves with a lawyer and can appeal a judgment.	法律確定性表示所有人在法律面前受到平等對待，並有公平審判，證據和事實會被仔細審查。法院是獨立的；政府和國會不得決定法院如何判案，受影響的人有權上訴。	pending_native_review	pending_reviewer_notes
q042	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Domstolar	18	Vad gäller för en person som är misstänkt för brott i Sverige?	What applies to a person suspected of a crime in Sweden?	在瑞典，涉嫌犯罪的人適用什麼規則？	a	En misstänkt person ska betraktas som oskyldig tills personen har dömts	A suspected person should be considered innocent until the person has been convicted	涉嫌者在被定罪之前應被視為無罪	a: En misstänkt person ska betraktas som oskyldig tills personen har dömts | b: Domstolarna avgör bara frågor mellan föräldrar | c: En dom kan aldrig överklagas till en högre domstol | d: Högsta domstolen prövar alla mål direkt	a: A suspected person should be considered innocent until the person has been convicted | b: Courts decide only disputes between parents | c: A judgment can never be appealed to a higher court | d: The Supreme Court tries all cases directly	a: 涉嫌者在被定罪之前應被視為無罪 | b: 法院只裁決父母之間的問題 | c: 判決永遠不能上訴到更高法院 | d: 最高法院直接審理所有案件	Domstolar bedömer om någon är skyldig till brott och vilken påföljd personen i så fall ska få. En misstänkt person ska betraktas som oskyldig tills personen har dömts, och en dom kan överklagas till en högre domstol.	Courts decide whether someone is guilty of a crime and what penalty the person should receive if so. A suspected person should be considered innocent until convicted, and a judgment can be appealed to a higher court.	法院判斷某人是否犯了罪，以及如果有罪應受到什麼處罰。涉嫌者在被定罪前應被視為無罪，判決可以上訴到更高法院。	pending_native_review	pending_reviewer_notes
q043	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Polisen	18	Vilket påstående beskriver polisens uppgift i Sverige?	Which statement describes the role of the police in Sweden?	哪一個說法描述了瑞典警察的任務？	a	Att upprätthålla lag och ordning samt förebygga och utreda brott	To maintain law and order and prevent and investigate crimes	維護法律和秩序，並預防和調查犯罪	a: Att upprätthålla lag och ordning samt förebygga och utreda brott | b: Att besluta statens budget | c: Att utse nämndemän | d: Att finansiera public service	a: To maintain law and order and prevent and investigate crimes | b: To decide the state budget | c: To appoint lay judges | d: To finance public service broadcasting	a: 維護法律和秩序，並預防和調查犯罪 | b: 決定國家預算 | c: 任命陪審法官 | d: 資助公共服務媒體	Polisens uppgift är att upprätthålla lag och ordning samt att förebygga och utreda brott. Polisen samarbetar också med skolor, kommuner, företag, föreningar och andra myndigheter för trygghet och kan hjälpa personer som utsatts för brott eller behöver skydd.	The police maintain law and order and prevent and investigate crimes. They also work with schools, municipalities, companies, associations, and other authorities for safety and can help people exposed to crime or needing protection.	警察的任務是維護法律和秩序，並預防和調查犯罪。警察也與學校、市鎮、公司、協會和其他機關合作以提升安全，並可幫助犯罪受害者或需要保護的人。	pending_native_review	pending_reviewer_notes
q044	zh-Hant	5	Ch. 05 · Law and justice	Lag och rätt	Straffmyndighet och belastningsregister	19	Från vilken ålder är en person i Sverige enligt huvudregeln straffmyndig och kan bli åtalad för brott?	From what age is a person in Sweden criminally responsible and able to be prosecuted for a crime under the main rule?	根據主要規則，在瑞典一個人從幾歲起負刑事責任並可能因犯罪被起訴？	b	15 år	15 years	15 歲	a: 13 år | b: 15 år | c: 18 år | d: 21 år	a: 13 years | b: 15 years | c: 18 years | d: 21 years	a: 13 歲 | b: 15 歲 | c: 18 歲 | d: 21 歲	Frågan gäller huvudregeln i 1 kap. 6 § brottsbalken: en person är straffmyndig och kan bli åtalad från 15 års ålder. Proposition 2025/26:246, lämnad till riksdagen den 16 april 2026, föreslår en tidsbegränsad sänkning till 13 år för vissa allvarliga brott som föreslås börja gälla den 2 augusti 2026 och behöver kontrolleras på nytt efter det datumet.	The question asks about the main rule in Chapter 1, Section 6 of the Swedish Penal Code: a person is criminally responsible and can be prosecuted from age 15. Proposition 2025/26:246, submitted to the Riksdag on 16 April 2026, proposes a time-limited lowering to age 13 for certain serious crimes from 2 August 2026 and should be rechecked after that date.	題目問的是瑞典《刑法典》第 1 章第 6 條的主要規則：一個人從 15 歲起負刑事責任並可能被起訴。2025/26:246 號政府提案於 2026 年 4 月 16 日提交國會，建議對某些嚴重犯罪暫時降至 13 歲；在該建議成為生效法律前，這裡的主要規則仍是 15 歲。	pending_native_review	pending_reviewer_notes
q045	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Vilka viktiga uppgifter har fria medier i en demokrati?	What important roles do free media play in a democracy?	自由媒體在民主中有哪些重要任務？	a	Att informera, möjliggöra samhällsdebatt och granska personer med makt	To inform, enable public debate, and scrutinize people with power	提供資訊、促進社會辯論並監督有權力的人	a: Att informera, möjliggöra samhällsdebatt och granska personer med makt | b: De ska ersätta politiska val | c: De ska alltid styras av staten | d: De ska bara publicera underhållning	a: To inform, enable public debate, and scrutinize people with power | b: They should replace political elections | c: They should always be controlled by the state | d: They should only publish entertainment	a: 提供資訊、促進社會辯論並監督有權力的人 | b: 它們應取代政治選舉 | c: 它們應始終受國家控制 | d: 它們只應發布娛樂內容	Fria medier informerar om nyheter, ger plats för fri samhällsdiskussion och låter journalister granska politiker och andra personer med makt. De ersätter inte val, ska inte styras av staten och är inte begränsade till underhållning.	Free media inform people about news, provide space for public discussion, and let journalists scrutinize politicians and other people with power. They do not replace elections, should not be controlled by the state, and are not limited to entertainment.	自由媒體報導新聞，提供自由社會討論的空間，並讓記者監督政治人物和其他有權力的人。它們不取代選舉，不應受國家控制，也不只限於娛樂。	pending_native_review	pending_reviewer_notes
q046	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Hur underlättar offentlighetsprincipen granskning av myndigheter?	How does the principle of public access make it easier to scrutinize authorities?	公開原則如何讓監督機關變得更容易？	a	Genom att allmänna handlingar kan begäras ut om de inte omfattas av sekretess	By allowing public documents to be requested unless they are covered by secrecy rules	因為一般公共文件在不受保密規則限制時可以被申請調閱	a: Genom att allmänna handlingar kan begäras ut om de inte omfattas av sekretess | b: Genom att staten bestämmer vad medier får skriva | c: Genom att bara politiker får läsa myndigheters handlingar | d: Genom att alla myndighetsbeslut blir hemliga	a: By allowing public documents to be requested unless they are covered by secrecy rules | b: By letting the state decide what media may write | c: By allowing only politicians to read authority documents | d: By making all authority decisions secret	a: 因為一般公共文件在不受保密規則限制時可以被申請調閱 | b: 因為國家決定媒體可以寫什麼 | c: 因為只有政治人物可以閱讀機關文件 | d: 因為所有機關決定都變成秘密	Offentlighetsprincipen innebär att allmänna handlingar hos myndigheter är offentliga. Journalister och andra kan därför begära ut e-post och andra handlingar för att granska hur beslut har fattats, om handlingarna inte omfattas av sekretess.	The principle of public access means public documents held by authorities are public. Journalists and others can therefore request email and other documents to examine how decisions were made, unless the documents are covered by secrecy rules.	公開原則表示機關持有的一般公共文件是公開的。因此，記者和其他人可以要求取得電子郵件和其他文件，以檢查決定是如何作出的，除非這些文件受保密規則限制。	pending_native_review	pending_reviewer_notes
q047	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Den som lämnar uppgifter till tidningar, radio och tv har rätt att vara anonym.	A person who gives information to newspapers, radio, and TV has the right to be anonymous.	向報紙、廣播和電視提供資訊的人有權保持匿名。	true	Sant	True	正確	true: Sant | false: Falskt	true: True | false: False	true: 正確 | false: 錯誤	En person får lämna uppgifter till tidningar, radio och tv utan att straffas. Den som meddelar sådana uppgifter till medier har också rätt att vara anonym, vilket skyddar källan.	A person may provide information to newspapers, radio, and TV without being punished. Someone who provides this kind of information to media also has the right to remain anonymous, which protects the source.	一個人可以向報紙、廣播和電視提供資訊而不受懲罰。向媒體提供這類資訊的人也有權保持匿名，這可以保護消息來源。	pending_native_review	pending_reviewer_notes
q048	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Public service	21	Vilka tre företag kallas public service i Sverige?	Which three companies are Sweden's public service broadcasters?	瑞典哪三家公司被稱為公共服務媒體？	a	Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR)	Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR)	瑞典廣播（SR）、瑞典電視（SVT）和教育廣播（UR）	a: Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR) | b: Polisen, Skatteverket och Migrationsverket | c: Riksdagen, regeringen och domstolarna | d: LO, TCO och Saco	a: Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR) | b: The Police, Tax Agency, and Migration Agency | c: The Riksdag, government, and courts | d: LO, TCO, and Saco	a: 瑞典廣播（SR）、瑞典電視（SVT）和教育廣播（UR） | b: 警察、稅務局和移民局 | c: 國會、政府和法院 | d: LO、TCO 和 Saco	Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR) är de tre medieföretag som kallas public service. De har ett särskilt uppdrag, ska erbjuda många olika typer av program och finansieras genom en avgift som tas ut via skatten; myndigheter, politiska organ och fackliga centralorganisationer är därför fel.	Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR) are Sweden's public service broadcasters. They have a special mission, should offer many types of programs, and are financed through a fee collected through the tax system; agencies, political bodies, and union confederations are therefore incorrect.	瑞典廣播（SR）、瑞典電視（SVT）和教育廣播（UR）是被稱為公共服務媒體的三家媒體公司。它們有特別任務，應提供多種節目，並透過稅收收取的費用資助；因此機關、政治機構和工會中央組織都是錯誤選項。 (Riksdag; Skatteverket; Migrationsverket)	pending_native_review	pending_reviewer_notes
q049	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Public service	21	Public service-företag ska vara oberoende av politiska och andra intressen.	Public service companies should be independent of political and other interests.	公共服務媒體公司應獨立於政治和其他利益。	true	Sant	True	正確	true: Sant | false: Falskt	true: True | false: False	true: 正確 | false: 錯誤	Public service ska vara oberoende av politiska och andra intressen, rapportera om samhället och låta olika åsikter komma till tals utan att välja sida. Företagen får inte tjäna pengar på reklam, utan finansieras genom en avgift via skatten.	Public service should be independent of political and other interests, report on society, and let different views be heard without taking sides. The companies may not earn money from advertising; instead, they are financed through a fee collected via tax.	公共服務媒體應獨立於政治和其他利益，報導社會，並讓不同意見在不偏袒任何一方的情況下被聽見。這些公司不得靠廣告賺錢，而是透過稅收收取的費用資助。	pending_native_review	pending_reviewer_notes
q050	zh-Hant	6	Ch. 06 · The role of the media	Mediernas roll	Källkritik	21	Vad betyder det att vara källkritisk?	What does source criticism mean?	來源批判是什麼意思？	a	Att ifrågasätta och kontrollera om information är korrekt	Questioning and checking whether information is correct	質疑並檢查資訊是否正確	a: Att ifrågasätta och kontrollera om information är korrekt | b: Att aldrig läsa nyheter | c: Att bara lita på sociala medier | d: Att sprida uppgifter innan man kontrollerar dem	a: Questioning and checking whether information is correct | b: Never reading news | c: Only trusting social media | d: Spreading information before checking it	a: 質疑並檢查資訊是否正確 | b: 從不閱讀新聞 | c: 只相信社交媒體 | d: 在檢查前散布資訊	Att vara källkritisk betyder att kontrollera och granska information genom att ifrågasätta om det man läser, ser eller hör är korrekt. Det behövs eftersom information kan komma från många slags källor och falska uppgifter kan spridas snabbt; att aldrig läsa nyheter, bara lita på sociala medier eller sprida okontrollerade uppgifter är motsatsen.	Source criticism means checking and reviewing information by questioning whether what one reads, sees, or hears is correct. This matters because information can come from many kinds of sources and false information can spread quickly; never reading news, trusting only social media, or spreading unchecked claims does the opposite.	來源批判是指透過質疑自己讀到、看到或聽到的內容是否正確，來檢查和審查資訊。這很重要，因為資訊可能來自許多不同來源，錯誤資訊可能快速傳播；從不閱讀新聞、只相信社交媒體或散布未經檢查的說法，都是相反做法。	pending_native_review	pending_reviewer_notes
q051	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Mänskliga rättigheter gäller alla	22	Varför bildades Förenta nationerna efter andra världskriget?	Why was the United Nations created after the Second World War?	第二次世界大戰後為什麼成立聯合國？	a	För att förhindra krig och skydda människors rättigheter	To prevent war and protect human rights	為了防止戰爭並保護人權	a: För att förhindra krig och skydda människors rättigheter | b: För att bestämma svenska kommunalskatter | c: För att ersätta EU | d: För att kontrollera alla tidningar	a: To prevent war and protect human rights | b: To decide Swedish municipal taxes | c: To replace the EU | d: To control all newspapers	a: 為了防止戰爭並保護人權 | b: 為了決定瑞典市政稅 | c: 為了取代歐盟 | d: 為了控制所有報紙	Efter andra världskriget 1945 skapade 51 länder Förenta nationerna för att förhindra framtida krig och skydda varje människas rättigheter. Ett av FN:s första uppdrag var att komma överens om rättigheter som alla människor har.	After the Second World War in 1945, 51 countries created the United Nations to prevent future wars and protect every person’s rights. One of the UN’s first tasks was to agree on rights that all people have.	1945 年第二次世界大戰後，51 個國家成立聯合國，目的是防止未來的戰爭並保護每個人的權利。聯合國最早的任務之一，是就所有人都擁有的權利達成共識。	pending_native_review	pending_reviewer_notes
q052	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	FN:s förklaring om de mänskliga rättigheterna	22	Vilket påstående stämmer om FN:s förklaring om de mänskliga rättigheterna?	Which statement is correct about the UN Universal Declaration of Human Rights?	關於聯合國《世界人權宣言》，哪一個說法正確？	a	Den presenterades 1948 och innehåller 30 artiklar	It was presented in 1948 and contains 30 articles	它於 1948 年提出，包含 30 條	a: Den presenterades 1948 och innehåller 30 artiklar | b: Den presenterades 1918 och gäller bara Europa | c: Den säger att bara medborgare har rättigheter | d: Den handlar bara om semester från arbetet	a: It was presented in 1948 and contains 30 articles | b: It was presented in 1918 and applies only to Europe | c: It says that only citizens have rights | d: It is only about vacation from work	a: 它於 1948 年提出，包含 30 條 | b: 它於 1918 年提出，只適用於歐洲 | c: 它說只有公民有權利 | d: 它只關於工作休假	FN presenterade förklaringen om de mänskliga rättigheterna 1948, och den innehåller 30 artiklar. Förklaringen utgår från att alla människor är födda fria och lika i värde och rättigheter samt har rätt till ett liv fritt från våld.	The UN presented the Universal Declaration of Human Rights in 1948, and it contains 30 articles. The declaration is based on all people being born free and equal in value and rights and having the right to a life free from violence.	聯合國於 1948 年提出《世界人權宣言》，其中包含 30 條。宣言的出發點是所有人生而自由，在價值和權利上一律平等，並有權過免於暴力的生活。	pending_native_review	pending_reviewer_notes
q053	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Jämställdhet mellan könen	23	Vad innebär målet med Sveriges jämställdhetspolitik?	What does the goal of Sweden’s gender equality policy mean?	瑞典性別平等政策的目標是什麼意思？	a	Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv	That women and men should have the same rights and duties and equal power to influence society and their own lives	女性和男性應有相同權利與義務，並有同等權力影響社會和自己的生活	a: Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv | b: Att jämställdhet bara handlar om hur många kvinnor som finns i politiken | c: Att kvinnor och män ska ha olika rättigheter i arbetslivet | d: Att föräldraledighet bara ska tas av kvinnor	a: That women and men should have the same rights and duties and equal power to influence society and their own lives | b: That gender equality is only about how many women are in politics | c: That women and men should have different rights in working life | d: That parental leave should only be taken by women	a: 女性和男性應有相同權利與義務，並有同等權力影響社會和自己的生活 | b: 性別平等只關於政治中有多少女性 | c: 女性和男性在工作生活中應有不同權利 | d: 育嬰假只應由女性休	Sveriges jämställdhetspolitik innebär att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv. Exempel som lika lön, utbildning och delad föräldraledighet visar att de smalare eller motsatta alternativen är fel.	Sweden’s gender equality policy means women and men should have the same rights and duties and equal power to influence society and their own lives. Examples such as equal pay, education, and shared parental leave show that the narrower or opposite alternatives are incorrect.	瑞典的性別平等政策表示女性和男性應有相同權利與義務，並有同等權力影響社會和自己的生活。同工同酬、教育和共享育嬰假等例子顯示，較狹窄或相反的選項是錯的。	pending_native_review	pending_reviewer_notes
q054	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Könsrelaterat våld och förtryck	23	Vad gäller för våld i nära relationer och hedersrelaterat våld och förtryck i Sverige?	What applies to violence in close relationships and honour-related violence and oppression in Sweden?	在瑞典，親密關係中的暴力以及榮譽相關暴力和壓迫適用什麼規則？	a	Det är brottsligt enligt svensk lag	They are crimes under Swedish law	這依照瑞典法律是犯罪	a: Det är brottsligt enligt svensk lag | b: Det är alltid en privat familjefråga och inte ett brott | c: Hedersrelaterat våld kan bara drabba vuxna kvinnor | d: Barnäktenskap är tillåtet om familjen samtycker	a: They are crimes under Swedish law | b: They are always private family matters and not crimes | c: Honour-related violence can affect only adult women | d: Child marriage is allowed if the family agrees	a: 這依照瑞典法律是犯罪 | b: 這永遠是私人家庭問題，不是犯罪 | c: 榮譽相關暴力只會影響成年女性 | d: 如果家庭同意，童婚是允許的	Rätt svar är att våld i nära relationer och hedersrelaterat våld och förtryck är brottsligt enligt svensk lag. Sexuellt våld, hård kontroll, tvångsäktenskap och barnäktenskap är exempel på sådant våld eller förtryck, vilket gör de andra alternativen fel.	The correct answer is that violence in close relationships and honour-related violence and oppression are crimes under Swedish law. Sexual violence, strict control, forced marriage, and child marriage are examples of this violence or oppression, which makes the other alternatives incorrect.	正確答案是，親密關係中的暴力以及榮譽相關暴力和壓迫，依照瑞典法律都是犯罪。性暴力、嚴格控制、強迫婚姻和童婚都是這類暴力或壓迫的例子，因此其他選項是錯的。	pending_native_review	pending_reviewer_notes
q055	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Sexköpslagen	24	Vad gäller för att köpa sex i Sverige?	What applies to buying sex in Sweden?	在瑞典購買性服務適用什麼規則？	a	Det är olagligt att köpa sex, men personen som säljer straffas inte	It is illegal to buy sex, but the person who sells it is not punished	購買性服務是違法的，但出售者不受處罰	a: Det är olagligt att köpa sex, men personen som säljer straffas inte | b: Det är alltid lagligt att köpa sex | c: Både köpare och säljare straffas alltid lika | d: Lagen gäller bara företag	a: It is illegal to buy sex, but the person who sells it is not punished | b: It is always legal to buy sex | c: Buyer and seller are always punished equally | d: The law only applies to companies	a: 購買性服務是違法的，但出售者不受處罰 | b: 購買性服務永遠合法 | c: 買方和賣方總是受到同樣處罰 | d: 法律只適用於公司	Att köpa sex är olagligt i Sverige. Personen som köper sex kan straffas, men personen som säljer sex straffas inte; straffet riktas mot köparen för att markera att sexuellt utnyttjande mot betalning inte är acceptabelt.	Buying sex is illegal in Sweden. The person who buys sex can be punished, but the person who sells sex is not punished; punishment is directed at the buyer to show that sexual exploitation for payment is not acceptable.	在瑞典購買性服務是違法的。購買者可能受到處罰，但出售性服務的人不受處罰；處罰針對買方，是為了表明以付款換取性的剝削不可接受。	pending_native_review	pending_reviewer_notes
q056	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	24	Sedan vilket år är barnkonventionen lag i Sverige?	Since what year has the Convention on the Rights of the Child been law in Sweden?	《兒童權利公約》從哪一年起成為瑞典法律？	c	2020	2020	2020 年	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 年 | b: 2000 年 | c: 2020 年 | d: 2024 年	Barnkonventionen ska skydda alla barns mänskliga rättigheter. I Sverige har barnkonventionen varit lag sedan 2020, därför är 2020 rätt år.	The Convention on the Rights of the Child protects every child’s human rights. In Sweden, the convention has been law since 2020, so 2020 is the correct year.	《兒童權利公約》保護所有兒童的人權。在瑞典，《兒童權利公約》自 2020 年起成為法律，因此 2020 年是正確年份。	pending_native_review	pending_reviewer_notes
q057	zh-Hant	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	25	Vad beslutade Sverige som första land i världen 1979?	What did Sweden decide as the first country in the world in 1979?	瑞典作為世界上第一個國家在 1979 年決定了什麼？	a	Att det är förbjudet att slå barn	That hitting children is prohibited	禁止打孩子	a: Att det är förbjudet att slå barn | b: Att barnkonventionen blev svensk lag | c: Att förbud mot våld bara gäller i skolan | d: Att barn inte omfattas av svensk lag	a: That hitting children is prohibited | b: That the Convention on the Rights of the Child became Swedish law | c: That bans on violence apply only at school | d: That children are not covered by Swedish law	a: 禁止打孩子 | b: 《兒童權利公約》成為瑞典法律 | c: 暴力禁令只適用於學校 | d: 兒童不受瑞典法律保護	Allt våld mot barn är förbjudet både enligt barnkonventionen och svensk lag. År 1979 blev Sverige först i världen med att förbjuda att slå barn; barnkonventionen blev svensk lag först 2020, och förbudet gäller inte bara i skolan.	All violence against children is prohibited under both the Convention on the Rights of the Child and Swedish law. In 1979, Sweden became the first country in the world to prohibit hitting children; the convention became Swedish law only in 2020, and the ban is not limited to schools.	依照《兒童權利公約》和瑞典法律，所有針對兒童的暴力都被禁止。1979 年，瑞典成為世界上第一個禁止打孩子的國家；《兒童權利公約》直到 2020 年才成為瑞典法律，而且禁令不只限於學校。	pending_native_review	pending_reviewer_notes
